caption,emotion,confidence
This time he can find David Silva and now Sergio Aguero. Aguero rides the challenge of Can,desire,0.0984
"Full blooded challenges. Demichelis' passed has been picked up by Messi, here is Suarez.",curiosity,0.0877
Ocampos. The pass doesn't,disappointment,0.1252
Some space for Barcelona to exploit in the Paris Saint German defence. If he's up there. Suarez. Xavi gets his first touch.,excitement,0.1118
"Can to Milner and swept out first time here to Lallana, defending for Sterling to do, Flanagan supporting. Liverpool with plenty forward and Lallana on side and with some time in space to float one in. Liverpool, have to settle for the corner but they just switched off a little bit. They did at the back Manchester City. They played that high line. Look, they're all try coming out and they hold that 18 yard line. Lallana is just probably maybe just off sides. Once you get in there, you gotta pick a red shirt out.",caring,0.0927
Gets a little bit lucky. Müller. That's a terrific save from Peter. Check keeps Arsenal in this game.,relief,0.1019
United aren't going to win that one. Just gets the crowd up. Herrera gives the foul away. Ibrahimovic getting involved. Smalling.,excitement,0.1021
Both sides waiting to make a change.,nervousness,0.1596
"No, it's been a slow start from the home team. With the absentees.",disappointment,0.1812
"Watching each round, Madrid players is how much they're enjoying the occasion, how much they're enjoying this season, enjoying the management of Carlo Ancelotti? Not so much fun to play against them.",confusion,0.0772
"We've got a great goalkeeper though. Bayern Munich, they have to work hard to beat him, but they will get chances. There's too much space out there as the legs start to go by Munich, they can't keep this up. Now Boateng is in trouble. Suarez. Outdone by Xabi Alonso.",confusion,0.0699
"Barcelona have a clean sheet of five home games now. They do have the best defense in the league statistically. Yep, three goals is all conceded at home this season.",approval,0.111
Mario. In a wall.,realization,0.0621
"Look, that's okay. I don't mind that. He is trying to be inventive and creative.",approval,0.116
Agüero. Slipped away from Mascherano Sergio Agüero.,confusion,0.0547
"And he's a like for like replacement. Might ultimately be the first choice here in that position, Glenn, when he's settled down into life at Arsenal. Yeah, I think eventually, I think he's shown that he can get forward and he can be a threat. He keeps the ball. We've now got two players in that central midfield that really can keep the ball. And I think there's always been one that's been on the ball constantly. I think this lad will get on it even more maybe. So Chelsea have got their problems but they gotta get tighter in that midfield, Chelsea. They are giving them too much space.",caring,0.0988
"Maccarone and Pucciarelli waiting in the middle. Mario Rui, and he almost beats the goalkeeper is near post.",excitement,0.1521
"Marseille fans. Will be keen to see Michy Batshuayi on the pitch soon, but. 20 to go. No sign of him as of yet. Lemina finds Mendy.",desire,0.0918
Vidal closing Varane down. They're looking for a handball.,disapproval,0.0847
As a very disappointed Vincent Kompany. Borussia Munchen Gladbach away is the next game for Manchester City before the back to the back home and away fixtures against Sevia.,disappointment,0.3235
And Kolo Toure into the Manchester City penalty area. In it goes from Henderson.,excitement,0.0795
It's really hard to challenge for anything in the air either.,confusion,0.0802
"Here's Touré. Silva gliding away from 59 Hernanes, then Nasri through towards Bony, Bonucci, gets across body. Still got the shot away.",excitement,0.1305
Tony Kroos' shot broke the deadlock last weekend from a similar kind of distance. He hasn't scored too many goals this season. Just a couple to his name in La Liga.,approval,0.0828
Marseille will be slightly concerned about the manner in which Ibahimovic shook off Jeremy Morel on the back. Marseille lining up effectively with two full backs at centre half. Even though Morel and Fanni have done well in the middle of this season.,nervousness,0.1369
"Decides not to, plays it back to Isco. Isco inside to Kroos.",disapproval,0.1048
Or the area beyond the final defender.,curiosity,0.0995
They will try and keep the ball for a while. It's been really positive start from City.,optimism,0.4189
The man who was once a colleague of Luis Suarez at an Axe.,anger,0.1531
Plenty of sideways passes from Milan. Rami sends one forward. [inaudible] and Rami probably not. Familiar partnership on the far side. Just watched the run of Ménez.,confusion,0.0833
"He's offered it. He's a very hard, demanding task master.",desire,0.1091
Caught by Lucas. Lucas says no. But Martin Atkinson says free kick Chelsea. He lost out of 5050. Lucas in the box just before that. And then he plays it Hazard. He sticks his left boot out there.,confusion,0.1211
"You know what? I don't think Joe Hart actually wanted to pass it to Demichelis, he had to think about it and then thought that's my only option and then the back pass. Bit of a hospital back pass this one. It's going to move quickly, Joe Hart.",disappointment,0.133
"All of a sudden Manchester City finding it easy to keep the possession and knock it around, which they were struggling with early on with Liverpool really pressing",surprise,0.2896
Sharing a joke there. Serious business in the center. Ibrahimović [inaudible] hit the ball,amusement,0.1952
Monreal sticking to it here for Arsenal. Now Ivanovic And away by Laurent Koscielny.,approval,0.094
"Nasri onto David Silva, much better from Manchester City. Slick combination. Very good move for 1-2, one in the box. Aguero.",excitement,0.1088
"And this run off 11 straight wins for Real Madrid, only four have actually been here.",desire,0.1037
They sat him. City will see this is another opportunity to try.,curiosity,0.1294
"Happy to get the free kick. The last couple of minutes has been good for Liverpool. At this point, just need to slow the game down. It's a welcome free kick.",gratitude,0.1213
"One man through the middle is Ashley Young. He took it down cleverly. Others arriving to the left if Young can put in a cross from the right towards Ibrahimovic, Goalkeeper's flapping.",curiosity,0.0902
And Bacca's managed to get in behind him on a couple of occasions.,curiosity,0.0925
So it's gonna be Rabiot on for Pastore.,realization,0.1001
"An eerie silence. In the Stade Velodrome, it's not the prettiest goal. Ibrahimovic slipped as he took the free kick.",confusion,0.1311
"Marineo back in the spotlight, Chelsea against Maccabi Tel Aviv at 7 O'clock on BT Sport two. And on Saturday in the Barclays Premier League. Chelsea against Arsenal. The build up starts at midday. That's on BT Sport One HD and Ultra HD as well.",excitement,0.1039
"Not quite sure why he's chosen that one, if you look at it again, looked a little awkward. He's shaking his head.",confusion,0.4463
Jurgen Klopp's 34th game in charge tonight. He beat Manuel Pellegrini's Malaga on route to the Champions League final with Borussia Dortmund back in 2013.,excitement,0.0937
"He just needs to be patient and wait, get a run at him. Herrera.",nervousness,0.1464
the ball.Ges it away. Brilliant from the full back.,excitement,0.111
Wishing his teammate Michy Batshuayi the best of luck. He's just broken into the Belgian.,caring,0.0817
Sacrificed himself for his teammates.,sadness,0.1119
"Coming together, he's back in position and Real Madrid are back on the ball again. As they have been for most of the event. Isco. Ronaldo.",excitement,0.1162
"It suits Ivanovic as a right centre back doesn't it in the three? He's going to come out on the ball at times, but just find the midfield player. He hasn't got to get forward and get crosses in.",curiosity,0.1198
